Match,BPrev,BStreak,B_Age,B_Age Group,B_Height,B_ID,B_Weight,RPrev,RStreak,R_Age,R_Age_Group,R_Height,R_ID,R_Weight,winner,Blue Impact,Red Impact Score
32,3,0,32,30's,160,1904,61,6,5,26,20's,160,1966,61,red,10663,19249
33,0,0,31,30's,180,2805,77,5,1,29,20's,180,2297,77,red,0,12042
34,0,0,33,30's,154,2348,52,0,0,27,20's,154,2340,52,red,0,0
35,3,3,28,20's,175,2057,70,2,1,31,30's,167,1484,65,blue,4417,6834
36,1,1,26,20's,180,2737,77,5,0,28,20's,177,2268,77,blue,3675,9004
37,1,1,28,20's,170,2240,61,2,2,25,20's,160,2079,52,red,2960,6425
38,0,0,28,20's,172,1719,61,0,0,34,30's,167,2017,61,red,0,0
39,1,0,31,30's,182,2261,70,2,0,30,30's,187,1096,70,blue,5379,4683
40,1,0,26,20's,177,2119,65,1,1,29,20's,172,1858,61,blue,4400,3261
41,1,1,29,20's,190,2199,93,2,0,37,30's,185,1663,93,red,3636,4453
42,1,0,35,30's,172,2219,61,1,1,27,20's,167,2354,61,blue,1784,3701
43,3,0,32,30's,175,2208,70,2,0,28,20's,175,1595,70,red,4771,1400
44,0,0,22,20's,180,2879,61,1,0,35,30's,170,2811,63,red,0,1207
45,1,0,33,30's,170,2165,61,1,0,30,30's,170,2189,61,blue,1826,2255
46,2,0,33,30's,162,2152,56,3,3,32,30's,162,911,56,red,5988,13719
47,0,0,28,20's,177,2374,84,1,0,34,30's,175,2027,84,red,0,43
48,6,2,28,20's,172,1340,70,6,1,28,20's,175,2223,70,red,13127,17003
49,4,1,33,30's,170,1051,61,3,3,25,20's,172,2369,61,red,11073,6137
50,2,0,31,30's,177,1891,70,0,0,29,20's,177,2426,70,red,3588,0
51,0,0,32,30's,172,2185,70,0,0,33,30's,172,2184,70,red,0,0
52,0,0,29,20's,190,2199,93,0,0,37,30's,185,2085,93,blue,0,0
53,1,1,31,30's,162,2084,56,0,0,30,30's,160,1495,56,red,4604,0
54,5,0,37,30's,185,2085,93,1,0,26,20's,177,2828,93,blue,12834,492
55,1,0,39,30's,177,330,77,3,1,32,30's,182,1820,77,red,2045,3151
56,1,1,31,30's,172,1791,65,0,0,32,30's,170,533,65,red,3948,0
57,0,0,29,20's,190,2779,77,4,0,29,20's,180,2297,77,red,0,8837
58,1,0,30,30's,177,2756,70,5,0,28,20's,175,2223,70,red,63,13512
59,4,0,30,30's,177,2222,70,6,0,32,30's,172,875,70,red,10327,14708
60,3,0,37,30's,175,1061,70,3,0,33,30's,172,509,70,red,7070,4815
61,3,0,46,40's,180,129,84,3,0,36,30's,182,435,84,blue,4072,2787
62,2,0,25,20's,190,2167,84,2,0,33,30's,182,2087,84,red,9079,4475
63,1,0,27,20's,185,2173,77,1,0,26,20's,182,2037,84,red,3939,513
64,0,0,36,30's,170,2332,56,1,1,28,20's,177,2274,56,blue,0,978
65,3,0,32,30's,180,2316,70,4,0,32,30's,172,875,70,red,9657,7406
66,2,0,33,30's,190,1499,93,1,0,35,30's,185,457,93,blue,4354,3303
67,2,2,35,30's,182,2186,77,4,1,41,40's,182,870,77,blue,5425,10744
68,1,0,33,30's,185,2205,93,1,0,31,30's,190,1742,93,red,434,3882
69,6,0,34,30's,200,1515,115,9,4,32,30's,190,2082,118,red,16852,14849
70,3,1,30,30's,180,2230,65,2,1,33,30's,172,1864,65,red,3010,6834
71,0,0,27,20's,182,2821,70,4,3,35,30's,177,648,70,red,0,16035
72,7,0,33,30's,185,1806,84,3,0,41,40's,187,235,84,red,11935,14196
73,0,0,35,30's,193,969,120,1,1,36,30's,193,808,120,blue,0,4926
74,0,0,33,30's,185,2205,93,0,0,35,30's,187,1922,93,red,0,0
75,4,0,29,20's,177,1481,70,3,0,31,30's,172,1675,70,blue,4772,9056
76,0,0,24,20's,175,2157,70,0,0,29,20's,175,1983,70,red,0,0
77,3,0,28,20's,198,2064,84,2,0,39,30's,182,653,84,red,9459,809
78,5,4,26,20's,160,1966,61,1,1,26,20's,175,1650,61,blue,18224,724
79,0,0,34,30's,185,2321,111,1,1,30,30's,190,2234,109,red,0,3386
80,5,1,32,30's,180,1272,77,5,1,33,30's,175,1066,77,red,18737,19226
81,3,3,27,20's,167,1511,61,3,1,29,20's,165,2731,61,red,8919,12522
82,0,0,32,30's,172,1980,65,1,0,34,30's,172,1054,65,red,0,6372
83,3,1,29,20's,170,2603,52,4,1,31,30's,162,2350,52,blue,8368,15807
84,1,1,32,30's,167,2207,70,1,1,30,30's,190,1984,70,red,14207,5059
85,4,2,31,30's,167,2339,52,5,1,25,20's,160,2079,52,red,16799,17003
86,1,1,32,30's,182,1422,77,1,1,28,20's,180,2015,77,red,3458,314
87,0,0,31,30's,172,1978,65,0,0,32,30's,185,522,65,red,0,0
88,1,0,23,20's,185,2765,93,2,0,29,20's,187,2367,93,blue,2797,2877
89,2,2,30,30's,167,1907,65,2,1,34,30's,172,1054,65,red,7480,9743
90,0,0,29,20's,180,2297,77,1,1,26,20's,182,2188,77,blue,0,1289
91,0,0,30,30's,165,2255,61,0,0,30,30's,172,2308,61,blue,0,0
92,0,0,37,30's,172,2353,77,1,0,28,20's,187,2282,77,red,0,309
93,1,1,31,30's,180,2582,70,3,2,28,20's,175,2223,70,red,683,6659
94,0,0,37,30's,167,959,61,0,0,30,30's,167,1527,65,red,0,0
95,0,0,30,30's,157,2372,52,0,0,31,30's,167,2339,52,red,0,0
96,4,0,30,30's,175,545,65,4,0,30,30's,167,1527,65,blue,17738,15471
97,0,0,34,30's,182,1594,84,0,0,36,30's,185,419,93,red,0,0
98,0,0,33,30's,187,2736,120,3,1,34,30's,182,2083,112,red,0,3226
99,3,1,39,30's,193,306,120,2,0,37,30's,193,1431,119,red,5097,965
100,4,0,29,20's,182,2104,77,1,0,30,30's,180,2508,77,red,8619,3519
101,1,1,30,30's,177,942,77,2,2,27,20's,182,1176,77,red,7066,6044
102,2,1,29,20's,177,2053,77,2,2,29,20's,185,2269,77,red,8440,5376
103,0,0,29,20's,180,2469,77,2,2,30,30's,177,2288,70,red,0,5709
104,3,1,28,20's,162,2277,52,5,5,29,20's,167,2280,52,red,14662,23485
105,0,0,30,30's,175,2812,70,2,0,26,20's,182,2575,70,blue,0,7266
106,3,0,30,30's,172,2371,56,3,0,27,20's,177,2296,56,red,5147,2723
107,1,0,34,30's,180,2160,77,0,0,36,30's,180,651,77,blue,3477,0
108,4,4,35,30's,167,451,65,3,0,30,30's,170,1052,65,red,18973,13268
109,3,3,29,20's,182,2587,77,5,0,26,20's,180,2247,77,blue,10927,12753
110,3,1,32,30's,167,2010,56,2,2,30,30's,162,2299,56,red,7189,9004
111,1,1,39,30's,182,1866,84,1,1,29,20's,185,1546,84,blue,3345,3771
112,3,1,34,30's,187,2051,84,0,0,35,30's,180,1452,84,red,9369,0
113,2,1,34,30's,167,2748,61,6,0,27,20's,170,2177,61,red,4729,21309
114,2,1,33,30's,175,890,70,2,0,30,30's,177,1069,65,blue,7752,6243
115,4,3,25,20's,180,2172,77,4,2,35,30's,182,2291,77,blue,8622,9624
116,0,0,35,30's,162,2182,61,2,0,24,20's,172,2359,61,red,0,3678
117,1,0,26,20's,182,2780,93,1,1,32,30's,187,2794,93,blue,1318,4730
118,0,0,29,20's,177,1875,77,2,0,32,30's,182,1422,77,red,0,5742
119,1,1,36,30's,172,2356,61,0,0,25,20's,172,2369,61,red,2156,0
120,1,0,31,30's,177,2171,77,1,0,32,30's,190,2020,77,red,2,6182
121,5,0,36,30's,182,432,77,11,3,33,30's,185,1076,77,red,8998,27189
122,2,2,28,20's,175,2529,70,7,2,24,20's,175,2157,70,red,2141,20343
123,1,0,27,20's,180,2377,70,2,0,32,30's,175,520,70,blue,1761,1788
124,3,0,34,30's,180,2160,77,1,0,33,30's,182,2080,77,red,10422,2916
125,0,0,36,30's,175,2041,65,0,0,32,30's,167,2010,56,no contest,0,0
126,1,0,33,30's,185,1806,84,2,0,30,30's,180,1783,77,blue,3429,4384
127,0,0,36,30's,193,808,120,0,0,37,30's,190,377,119,blue,0,0
128,5,4,25,20's,180,2172,77,5,2,30,30's,180,1783,77,blue,9521,9982
129,2,0,36,30's,195,2215,118,1,0,34,30's,182,2083,112,blue,3451,356
130,2,0,35,30's,180,1452,84,4,3,34,30's,182,1594,84,red,3894,15156
131,0,0,34,30's,170,1179,61,2,0,28,20's,177,1755,65,blue,0,6487
132,0,0,33,30's,187,516,93,0,0,32,30's,187,1189,93,blue,0,0
133,6,1,33,30's,172,509,70,5,1,32,30's,177,524,70,blue,10494,9278
134,8,2,25,20's,175,2070,84,4,0,39,30's,182,295,84,blue,30351,3218
135,1,0,34,30's,180,2819,70,7,0,32,30's,180,2316,70,red,2816,23028
136,5,0,33,30's,170,1051,61,4,1,32,30's,170,961,61,red,11305,11750
137,1,0,37,30's,182,2800,70,1,1,32,30's,180,2707,70,red,1381,4876
138,1,1,27,20's,170,2177,61,1,1,34,30's,167,1999,61,blue,4670,5269
139,6,0,27,20's,177,1531,65,2,0,30,30's,177,2042,70,blue,8053,6559
140,0,0,26,20's,182,2188,77,0,0,32,30's,180,2187,77,blue,0,0
141,0,0,28,20's,165,2880,56,1,1,28,20's,165,2823,56,blue,0,3645
142,0,0,24,20's,182,2544,77,0,0,33,30's,177,2319,77,blue,0,0
143,3,1,36,30's,190,1810,84,1,1,29,20's,185,1926,84,red,7501,511
144,0,0,29,20's,175,2295,77,1,1,27,20's,180,2179,70,red,0,2104
145,4,4,30,30's,162,2299,56,4,4,30,30's,160,1495,56,red,17319,18075
146,8,0,33,30's,182,2087,84,1,1,27,20's,182,2831,84,blue,10892,1909
147,4,0,34,30's,165,1034,61,2,0,27,20's,167,2354,61,red,8610,3754
148,2,2,25,20's,170,2325,61,3,0,38,30's,167,1170,61,blue,6027,12633
149,2,0,32,30's,180,2509,77,3,0,30,30's,182,668,77,red,7591,5634
150,0,0,36,30's,185,2732,109,6,1,32,30's,190,2082,118,red,0,7831
151,1,1,37,30's,170,1367,70,2,0,29,20's,175,1983,70,red,4018,4024
152,2,1,27,20's,185,2122,84,1,0,28,20's,190,2302,84,blue,11911,2546
153,3,0,28,20's,172,1340,70,2,1,31,30's,175,542,70,red,8751,7883
154,0,0,26,20's,180,2247,77,0,0,27,20's,182,2248,77,blue,0,0
155,1,1,31,30's,177,1891,70,2,0,29,20's,185,1985,70,red,251,7021
156,0,0,32,30's,180,2509,77,0,0,30,30's,180,2508,77,blue,0,0
157,1,1,32,30's,175,2208,70,2,2,28,20's,180,1814,70,blue,226,5146
158,3,1,28,20's,190,2364,84,2,1,26,20's,182,2780,93,red,4569,5251
159,3,1,25,20's,175,2166,56,3,2,37,30's,162,2196,56,blue,11522,10376
160,1,0,30,30's,172,2314,70,1,0,27,20's,177,2001,70,red,120,989
161,1,0,30,30's,170,2781,61,2,0,32,30's,165,1935,61,blue,2418,4629
162,0,0,32,30's,180,2316,70,1,1,31,30's,180,2243,70,blue,0,357
163,1,0,34,30's,175,2221,61,1,0,30,30's,180,2138,61,blue,2134,4190
164,6,4,38,30's,175,1997,70,5,1,32,30's,172,875,70,blue,17930,11315
165,3,0,37,30's,185,2009,93,7,0,33,30's,190,1499,93,blue,5442,17729
166,1,1,39,30's,190,328,113,6,0,38,30's,193,367,109,blue,6534,7978
167,0,0,34,30's,180,2151,77,0,0,35,30's,177,2131,77,red,0,0
168,7,0,25,20's,180,2172,77,5,1,25,20's,182,2329,77,red,14335,21921
169,0,0,35,30's,190,1883,84,0,0,37,30's,185,896,84,red,0,0
170,5,5,25,20's,180,1936,65,2,0,33,30's,172,1050,65,blue,17565,9765
171,0,0,39,30's,177,330,77,2,0,31,30's,175,965,77,red,0,4235
172,1,1,31,30's,172,1976,70,1,1,28,20's,177,1092,70,blue,3098,674
173,5,2,30,30's,167,2309,61,5,4,32,30's,167,1044,61,blue,13777,10524
174,0,0,35,30's,180,2195,93,3,1,33,30's,182,2087,84,red,0,5218
175,0,0,30,30's,175,545,65,0,0,32,30's,177,1486,65,blue,0,0
176,3,1,29,20's,185,1985,70,4,1,33,30's,172,509,70,blue,11283,8416
177,3,3,27,20's,162,2589,61,6,0,37,30's,167,959,61,blue,11676,20429
178,0,0,31,30's,177,2097,70,0,0,38,30's,175,1997,70,red,0,0
179,2,0,29,20's,175,2130,77,0,0,37,30's,185,379,77,blue,7618,0
180,1,0,31,30's,185,2746,70,4,0,31,30's,172,1675,70,red,345,13613
181,3,0,32,30's,185,1991,84,4,0,32,30's,180,1272,77,red,4183,17842
182,10,2,27,20's,177,2168,70,8,2,31,30's,180,1657,70,red,24097,23840
183,2,1,35,30's,180,471,77,1,1,33,30's,175,947,84,blue,12577,9523
184,1,0,28,20's,167,2542,52,2,0,29,20's,157,2342,52,red,2020,4478
185,1,1,31,30's,165,1380,61,2,0,32,30's,167,1839,61,red,3824,4991
186,2,0,31,30's,162,2084,56,2,2,32,30's,162,911,56,red,5830,9860
187,0,0,32,30's,182,1850,118,0,0,38,30's,190,1163,120,red,0,0
188,0,0,35,30's,177,648,70,1,0,31,30's,180,1657,70,red,0,1217
189,0,0,33,30's,175,501,70,0,0,30,30's,177,1711,70,red,0,0
190,0,0,35,30's,187,2709,77,0,0,32,30's,180,2707,70,red,0,0
191,2,2,30,30's,170,2164,65,2,2,36,30's,175,1706,61,red,6777,3397
192,1,0,29,20's,180,2611,84,2,1,34,30's,175,2027,84,blue,455,1437
193,2,0,29,20's,180,2333,77,2,1,25,20's,180,2588,77,red,2180,5280
194,0,0,31,30's,187,1331,77,4,0,33,30's,175,1066,77,red,0,14128
195,2,0,27,20's,182,2248,77,0,0,32,30's,180,1543,77,red,4873,0
196,0,0,29,20's,175,2727,70,0,0,27,20's,185,2728,65,red,0,0
197,0,0,27,20's,185,2122,84,0,0,34,30's,190,1938,84,red,0,0
198,4,0,36,30's,190,1810,84,0,0,35,30's,185,445,84,blue,7640,0
199,0,0,35,30's,175,2169,65,0,0,30,30's,180,2044,70,blue,0,0
200,2,0,29,20's,172,1858,61,3,0,37,30's,170,1060,61,blue,6129,5299
201,1,1,38,30's,170,750,65,0,0,35,30's,170,459,65,red,1875,0
202,1,0,30,30's,172,2308,61,1,0,30,30's,167,2309,61,blue,376,5912
203,3,1,32,30's,170,533,65,0,0,25,20's,177,2198,65,red,6141,0
204,1,1,33,30's,172,2184,70,1,1,30,30's,180,2093,70,red,4206,5043
205,2,1,26,20's,193,2740,84,7,2,30,30's,187,2264,84,red,2425,12406
206,1,0,33,30's,170,2293,61,1,0,33,30's,167,1618,61,red,3809,3168
207,1,1,29,20's,182,2206,77,0,0,26,20's,182,2855,77,blue,485,0
208,0,0,28,20's,165,2824,70,1,0,27,20's,170,2626,70,blue,0,3592
209,5,0,35,30's,182,2291,77,2,1,29,20's,175,2295,77,blue,10464,6176
210,5,1,37,30's,162,2196,56,5,1,26,20's,165,2103,56,red,14890,17906
211,0,0,36,30's,177,407,77,3,1,37,30's,180,405,77,red,0,9033
212,11,0,29,20's,190,2047,77,5,0,33,30's,175,947,84,blue,35375,26510
213,1,0,26,20's,193,2764,120,1,0,28,20's,190,2770,111,blue,2328,1371
214,4,0,35,30's,185,449,84,6,0,31,30's,187,786,84,red,8199,16198
215,0,0,29,20's,177,2774,70,4,2,33,30's,172,2013,70,red,0,5156
216,2,0,25,20's,175,2166,56,1,1,33,30's,167,2125,56,blue,8428,3687
217,0,0,36,30's,167,2304,61,0,0,28,20's,167,2303,56,blue,0,0
218,2,1,30,30's,167,2099,61,3,3,30,30's,167,1317,61,red,7133,10855
219,0,0,32,30's,172,1184,61,0,0,27,20's,172,1979,61,blue,0,0
220,0,0,27,20's,175,2797,70,2,1,35,30's,167,2074,70,red,0,5833
221,0,0,25,20's,170,2655,65,1,1,27,20's,185,2728,65,blue,0,3825
222,1,1,34,30's,182,1992,77,3,2,29,20's,182,2104,77,blue,3716,5403
223,0,0,33,30's,190,2252,84,1,0,36,30's,187,1694,93,red,0,462
224,3,2,35,30's,165,438,61,2,0,38,30's,170,1860,61,red,8626,2482
225,0,0,30,30's,167,2099,61,0,0,32,30's,167,1839,61,red,0,0
226,0,0,29,20's,213,649,120,2,0,36,30's,193,808,120,red,0,5655
227,0,0,36,30's,170,1401,61,1,1,33,30's,165,2133,61,red,0,5620
228,1,1,27,20's,162,2589,61,2,0,30,30's,167,2191,61,blue,526,1119
229,4,1,31,30's,172,1976,70,1,1,34,30's,177,1493,70,no contest,11084,114
230,0,0,27,20's,167,2583,61,2,0,31,30's,167,1056,56,blue,0,7064
231,1,0,28,20's,175,2843,61,2,0,28,20's,175,2785,61,red,4897,6529
232,3,3,38,30's,190,1163,120,3,0,34,30's,200,1515,115,red,2367,8546
233,0,0,35,30's,170,2811,63,1,1,31,30's,172,1194,63,red,0,691
234,6,1,36,30's,182,435,84,6,0,34,30's,182,1594,84,blue,7431,23073
235,2,1,37,30's,180,1781,84,4,1,31,30's,187,786,84,red,1732,9759
236,0,0,38,30's,177,1296,77,0,0,29,20's,185,2656,77,red,0,0
237,3,0,29,20's,177,2053,77,3,0,41,40's,182,870,77,red,12215,6539
238,0,0,26,20's,162,2253,56,0,0,33,30's,167,2125,56,red,0,0
239,1,1,26,20's,177,2586,77,1,1,26,20's,190,2739,77,blue,3227,3585
240,3,2,35,30's,177,648,70,3,1,32,30's,177,524,70,blue,10616,5059
241,3,0,29,20's,177,2192,61,1,0,31,30's,170,2183,61,red,6118,3367
242,1,0,37,30's,167,2357,61,2,0,34,30's,167,1999,61,blue,2148,7415
243,3,3,30,30's,193,2659,113,7,0,38,30's,193,367,109,blue,3290,10530
244,2,0,27,20's,170,2054,61,0,0,30,30's,162,2299,56,red,591,0
245,3,3,27,20's,154,2340,52,2,1,24,20's,165,2344,52,red,13598,3112
246,3,0,35,30's,185,2227,77,5,0,32,30's,182,1820,77,blue,6949,7047
247,2,1,27,20's,193,2323,77,3,1,35,30's,182,2291,77,red,1127,5789
248,3,3,33,30's,187,502,77,4,2,37,30's,180,405,77,red,5063,12263
249,2,2,27,20's,167,1511,61,2,0,34,30's,167,2017,61,blue,5326,3565
250,0,0,27,20's,177,2168,70,0,0,36,30's,177,1478,70,blue,0,0
251,1,0,29,20's,170,2259,65,1,1,29,20's,170,1993,65,red,1728,652
252,0,0,35,30's,172,1689,61,0,0,33,30's,170,1051,61,red,0,0
253,4,0,36,30's,177,407,77,4,3,35,30's,167,2074,70,red,13892,13802
254,2,2,31,30's,160,2678,52,3,2,24,20's,165,2344,52,blue,9086,7080
255,0,0,46,40's,180,129,84,0,0,35,30's,185,457,93,blue,0,0
256,0,0,32,30's,172,875,70,0,0,37,30's,172,374,65,blue,0,0
257,1,0,31,30's,167,1056,56,1,0,34,30's,165,1034,61,red,4049,675
258,0,0,31,30's,190,2753,113,0,0,32,30's,190,2425,120,red,0,0
259,3,3,33,30's,177,514,70,3,3,33,30's,180,1815,70,red,11378,6959
260,4,3,36,30's,187,1694,93,3,1,33,30's,190,1499,93,red,12899,4589
261,0,0,28,20's,177,1919,70,0,0,32,30's,175,532,70,blue,0,0
262,0,0,27,20's,170,2705,65,0,0,26,20's,177,2704,65,blue,0,0
263,2,1,28,20's,172,1719,61,3,0,36,30's,167,2022,61,blue,2675,7971
264,0,0,32,30's,180,525,77,1,1,25,20's,190,2510,77,red,0,1149
265,1,1,27,20's,167,1511,61,3,0,30,30's,167,2099,61,blue,1746,10507
266,1,1,36,30's,182,432,77,2,0,33,30's,175,947,84,red,4116,17176
267,0,0,27,20's,182,2159,70,2,0,27,20's,177,2168,70,red,0,769
268,3,0,37,30's,182,372,84,4,0,33,30's,187,507,93,blue,6420,8258
269,1,1,27,20's,182,2263,77,2,2,30,30's,177,2222,70,red,4233,5526
270,0,0,30,30's,175,2421,65,1,1,26,20's,172,2213,65,red,0,4204
271,1,1,38,30's,175,1997,70,0,0,29,20's,185,1985,70,red,4010,0
272,1,0,31,30's,187,2761,112,1,0,32,30's,187,2767,114,blue,802,1697
273,1,1,36,30's,182,2174,77,1,1,36,30's,185,2100,77,blue,4651,4381
274,1,0,24,20's,177,2795,65,2,0,27,20's,170,2705,65,red,3820,8958
275,6,0,30,30's,180,2230,65,3,0,28,20's,180,1974,65,red,7388,3817
276,1,1,33,30's,172,1050,65,1,1,35,30's,167,451,65,red,7149,5841
277,5,0,27,20's,170,2177,61,2,0,34,30's,165,1039,61,red,17766,8247
278,1,1,29,20's,177,2422,65,4,0,28,20's,177,1755,65,red,3757,9193
279,2,1,25,20's,162,2306,52,1,1,32,30's,162,2343,52,red,6376,2059
280,0,0,34,30's,193,1161,111,0,0,38,30's,193,367,109,red,0,0
281,0,0,23,20's,180,2786,84,5,1,36,30's,190,1810,84,red,0,12337
282,4,0,32,30's,175,2208,70,4,3,28,20's,175,2223,70,blue,5837,10384
283,4,2,36,30's,195,2215,118,2,2,30,30's,193,2659,113,red,8026,2965
284,2,2,34,30's,182,1944,77,3,1,31,30's,175,965,77,blue,5047,6181
285,0,0,31,30's,167,1484,65,1,1,30,30's,170,1052,65,red,0,6573
286,0,0,26,20's,175,2211,61,0,0,28,20's,170,2240,61,red,0,0
287,3,3,39,30's,182,1866,84,4,0,38,30's,185,346,84,blue,10372,12745
288,7,1,40,40's,182,1015,119,1,1,28,20's,200,2492,113,red,20650,3416
289,1,1,28,20's,175,2529,70,4,1,31,30's,177,1982,70,blue,1482,11626
290,1,0,34,30's,167,2748,61,5,0,36,30's,167,2304,61,blue,1042,16822
291,2,2,30,30's,190,1984,70,2,2,22,20's,175,2258,70,blue,9091,5994
292,2,1,29,20's,177,1481,70,2,2,31,30's,177,1982,70,blue,2744,6258
293,7,0,32,30's,180,1272,77,8,0,32,30's,172,875,70,blue,35162,22237
294,3,1,36,30's,170,2332,56,5,1,23,20's,167,2118,56,red,8652,19021
295,0,0,32,30's,177,2361,65,0,0,28,20's,172,2360,65,red,0,0
296,1,0,35,30's,167,2074,70,2,1,31,30's,182,2261,70,blue,3047,10031
297,0,0,34,30's,175,1386,77,0,0,32,30's,187,663,77,blue,0,0
298,0,0,35,30's,203,2194,115,0,0,32,30's,190,2082,118,red,0,0
299,0,0,30,30's,170,1970,56,5,5,30,30's,160,1495,56,red,0,18973
300,0,0,34,30's,177,1817,70,0,0,28,20's,180,1814,70,red,0,0
301,0,0,29,20's,190,2072,84,1,1,30,30's,187,2061,93,red,0,4948
302,0,0,31,30's,182,2241,84,1,0,35,30's,187,2218,84,red,0,245
303,7,7,33,30's,180,1815,70,7,0,32,30's,175,532,70,blue,16931,19556
304,3,3,35,30's,177,2131,77,5,5,29,20's,190,2047,77,red,4473,18462
305,1,1,34,30's,175,1386,77,1,1,27,20's,182,1176,77,red,1925,4539
306,1,0,31,30's,162,1913,61,2,0,30,30's,170,2189,61,blue,3140,5808
307,4,4,33,30's,180,1815,70,2,0,38,30's,177,356,70,blue,7844,9314
308,2,2,28,20's,177,2373,65,1,1,23,20's,172,2570,65,red,3824,13523
309,0,0,25,20's,160,2792,52,0,0,26,20's,165,2791,52,red,0,0
310,2,2,38,30's,180,1409,93,1,1,29,20's,193,549,93,red,5905,8705
311,2,1,35,30's,165,438,61,3,0,34,30's,165,1034,61,blue,4927,5491
312,1,0,36,30's,170,1401,61,1,0,28,20's,172,1719,61,red,1407,2104
313,2,2,34,30's,193,1852,109,0,0,33,30's,193,535,108,red,5412,0
314,3,3,26,20's,172,2154,65,1,1,27,20's,180,2375,65,red,8425,2537
315,5,5,39,30's,182,1866,84,3,0,32,30's,187,1769,84,blue,16707,12059
316,3,0,32,30's,187,663,77,5,4,39,30's,185,326,77,red,13980,20110
317,2,0,34,30's,167,1882,61,3,1,28,20's,177,2274,56,red,5531,8405
318,4,1,27,20's,177,2296,56,6,2,32,30's,162,2095,56,red,4806,16610
319,1,1,27,20's,170,2054,61,0,0,35,30's,180,454,61,red,262,0
320,1,0,26,20's,172,2238,65,1,1,32,30's,170,533,65,blue,74,1773
321,0,0,32,30's,182,2802,70,4,0,30,30's,182,2507,70,blue,0,9744
322,0,0,34,30's,167,1999,61,0,0,30,30's,175,2088,61,blue,0,0
323,0,0,30,30's,180,1916,65,0,0,33,30's,170,1994,65,red,0,0
324,0,0,32,30's,165,1091,56,1,1,38,30's,167,1170,61,blue,0,4705
325,3,1,26,20's,165,2210,61,4,3,32,30's,167,1044,61,red,8370,8043
326,1,1,29,20's,172,2266,61,4,3,26,20's,160,1966,61,red,663,13641
327,1,0,27,20's,175,2797,70,1,0,27,20's,187,2815,70,red,2687,545
328,0,0,27,20's,165,2235,61,1,0,30,30's,167,2260,61,blue,0,2056
329,4,1,34,30's,187,2300,93,3,0,30,30's,195,1139,93,red,10723,8899
330,0,0,34,30's,180,2730,70,0,0,30,30's,172,1622,70,red,0,0
331,0,0,35,30's,180,471,77,0,0,33,30's,175,947,84,red,0,0
332,1,1,27,20's,190,2281,93,2,0,35,30's,185,457,93,red,5280,3441
333,0,0,29,20's,167,2091,56,0,0,26,20's,165,2103,56,red,0,0
334,0,0,29,20's,170,2603,52,2,0,31,30's,167,2339,52,red,0,6464
335,0,0,30,30's,190,2234,109,0,0,26,20's,190,2233,109,blue,0,0
336,2,0,29,20's,165,2731,61,3,0,35,30's,172,2317,65,blue,6113,10824
337,2,1,39,30's,182,295,84,4,0,37,30's,185,896,84,red,1199,11925
338,1,1,24,20's,177,2822,70,2,1,27,20's,180,2377,70,blue,2445,2098
339,1,0,33,30's,172,2265,56,2,0,28,20's,177,2274,56,red,230,3975
340,0,0,36,30's,182,435,84,1,1,32,30's,190,1294,84,red,0,656
341,0,0,29,20's,180,2370,84,1,0,34,30's,182,1827,84,red,0,761
342,0,0,26,20's,172,2292,70,2,0,32,30's,167,2207,70,red,0,17895
343,2,2,34,30's,170,2256,56,1,1,25,20's,170,2465,52,blue,5602,546
344,0,0,34,30's,175,778,70,0,0,30,30's,177,1069,65,red,0,0
345,1,1,32,30's,177,2726,65,3,1,37,30's,172,374,65,blue,3876,8513
346,0,0,30,30's,177,2288,70,0,0,28,20's,180,2129,77,blue,0,0
347,0,0,36,30's,167,2347,52,1,1,31,30's,160,2678,52,red,0,3979
348,1,1,29,20's,180,2297,77,1,0,30,30's,182,2250,77,blue,574,1443
349,0,0,31,30's,170,2310,77,0,0,35,30's,182,2186,77,red,0,0
350,0,0,33,30's,172,1864,65,0,0,29,20's,172,1858,61,red,0,0
351,3,3,27,20's,177,2262,70,2,1,33,30's,180,1871,70,blue,9417,4539
352,0,0,35,30's,190,2803,84,0,0,31,30's,182,2272,84,blue,0,0
353,0,0,26,20's,167,2859,56,0,0,26,20's,165,2858,56,red,0,0
354,3,0,26,20's,177,2429,70,2,0,33,30's,175,2558,70,red,9419,7049
355,0,0,28,20's,180,2778,77,6,1,35,30's,182,2291,77,red,0,11333
356,3,1,27,20's,167,2354,61,1,1,30,30's,165,2255,61,blue,6287,126
357,5,1,32,30's,180,2316,70,2,1,36,30's,177,407,77,blue,17084,6583
358,0,0,25,20's,170,2465,52,1,1,31,30's,167,2339,52,blue,0,5991
359,1,1,29,20's,175,2121,84,1,1,28,20's,185,2224,84,red,3924,1343
360,4,4,28,20's,175,2057,70,2,2,30,30's,170,1052,65,blue,6994,13209
361,2,0,41,40's,187,235,84,5,2,38,30's,180,1409,93,red,12266,22565
362,1,0,40,40's,180,2226,77,1,0,29,20's,177,2229,77,blue,464,480
363,1,0,34,30's,175,2123,65,1,0,31,30's,180,2214,65,red,154,3230
364,5,2,38,30's,185,368,84,1,0,41,40's,187,235,84,blue,18820,6460
365,0,0,30,30's,172,2574,70,0,0,28,20's,172,2573,70,red,0,0
366,1,0,34,30's,180,2366,104,3,0,37,30's,187,375,109,red,2157,7215
367,2,1,35,30's,177,648,70,3,1,32,30's,172,875,70,blue,6590,5313
