BPrev,BStreak,B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,Date,Event_ID,Fight_ID,Last_round,Max_round,RPrev,R_Age,R_Height,R_HomeTown,R_ID,R_Location,R_Name,R_Weight,winby,winner
0,0,26,165,"Milwaukee, Wisconsin United States",2344,"Denver, Colorado United States",Rose Namajunas,52,1/7/2015,697,5167,3,5,0,30,154,"Los Angeles, California United States",2338,"Irvine, California United States",Carla Esparza,52,SUB,red
0,0,33,162,Baghdad Iraq,2350,"Windsor, Ontario Canada",Randa Markos,52,12/16/2014,697,5172,3,3,0,35,165,"Newport Beach, California United States",2341,"Huntington Beach, California United States",Jessica Penne,52,DEC,red
1,1,39,170,Omsk Russia,366,Mannheim Germany,Dennis Siver,65,1/19/2015,698,5105,2,5,2,30,175,Dublin Ireland,2057,Dublin Ireland,Conor McGregor,70,KO/TKO,red
3,0,34,175,"Colorado Springs, Colorado USA",1066,"Glendale, Arizona USA",Benson Henderson,77,1/19/2015,698,5116,3,3,5,35,185,"Denver, Colorado United States",1076,"Albuquerque, New Mexico United States",Donald Cerrone,77,DEC,red
0,0,35,182,"Durham, North Carolina USA",1827,"Camp Springs, Maryland USA",Ron Stallings,84,1/20/2015,698,5117,1,3,1,34,182,Spanish Town Jamaica,2069,"Queens, New York United States",Uriah Hall,84,KO/TKO,red
2,2,35,177,Rio Grande Norte Brazil,514,"Coconut Creek, Florida United States",Gleison Tibau,70,1/20/2015,698,5118,3,3,2,31,180,Bushmills Northern Ireland,2036,Bushmills Northern Ireland,Norman Parke,70,DEC,blue
3,0,32,180,"Riverside, California USA",1783,"Riverside, California USA",Lorenz Larkin,77,1/20/2015,698,5121,1,3,2,35,170,"Boston, Massachusetts USA",646,"Boston, Massachusetts USA",John Howard,77,KO/TKO,blue
1,0,34,172,"Ada, Oklahoma USA",2265,"Oklahoma City, Oklahoma USA",Shane Howell,56,1/20/2015,698,5122,3,3,2,30,177,Dublin Ireland,2274,"Tallaght, Dublin Ireland",Paddy Holohan,56,DEC,red
1,0,27,167,"Albuquerque, New Mexico United States",2311,"Alburquerque, New Mexico United States",Joby Sanchez,56,1/20/2015,698,5154,3,3,1,32,170,Tokyo Japan,2318,"Somerville, Massachusetts USA",Tateki Matsuda,56,DEC,blue
1,1,31,177,"Rockville Centre, New York United States",2313,"Islip, New York United States ",Chris Wade,70,1/20/2015,698,5155,3,3,2,28,180,Inner Mongolia Province P.R. China,2179,Beijing China,Zhang Lipeng,70,DEC,blue
2,0,35,185,"Cottage Grove, Minnesota USA",2205,"Salt Lake City, Utah USA",Sean O'Connell,93,1/20/2015,698,5156,3,3,1,32,195,"Chesapeake, Virginia USA",2285,"Chula Vista, California USA",Matt Van Buren,93,KO/TKO,blue
2,0,29,175,"Providence, Rhode Island USA",2153,"Boca Raton, Florida USA",Sean Soriano,65,1/20/2015,698,5173,3,3,1,32,175,"Peabody, Massachusetts United States",2330,"Coconut Creek, Florida United States",Charles Rosa,65,SUB,red
0,0,29,180,"Wallington, New Jersey United States ",2377,"Howell, New Jersey United States ",Frankie Perez,70,1/20/2015,698,5186,3,3,1,29,177,"Jefferson, Iowa United States",2262,"Jefferson, Iowa United States",Johnny Case,70,KO/TKO,red
0,0,35,182,"Stockton, California USA",506,"Stockton, California USA",Nick Diaz,84,2/2/2015,699,5110,5,5,0,43,187,Curitiba Brazil,235,Curitiba Brazil,Anderson Silva,84,DEC,no contest
2,0,27,190,"Anchorage, Alaska USA",2167,"Anchorage, Alaska USA",Andy Enz,84,2/2/2015,699,5111,1,3,2,34,187,Rio de Janeiro Brazil,2087,Rio de Janeiro Brazil,Thiago Santos,93,KO/TKO,red
1,1,35,175,Fortaleza Brazil,511,"Coconut Creek, Florida United States",Thiago Alves,77,2/2/2015,699,5112,2,3,2,28,182,"Lethbridge, Alberta Canada",1867,"Lethbridge, Alberta Canada",Jordan Mein,77,KO/TKO,blue
2,0,35,187,"Soure, Para Brazil",2051,"Soure, Para Brazil",Ildemar Alcantara,84,2/2/2015,699,5113,3,3,1,34,187,"Campinas, Sao Paulo Brazil",2251,Rio de Janeiro Brazil,Richardson Moreira,84,DEC,blue
2,1,38,167,"Takoma Park, Maryland United States",2022,"Sacramento, California United States",Sara McMann,61,2/2/2015,699,5140,3,3,2,32,167,"Tacoma, Washington United States",1317,"Las Vegas, Nevada United States",Miesha Tate,61,DEC,red
3,3,26,175,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84,2/2/2015,699,5151,3,3,3,36,175,"St. Louis, Missouri United States",1386,"St. Louis, Missouri United States",Tyron Woodley,77,DEC,red
2,1,36,185,Southampton England,2005,Southampton England,Tom Watson,84,2/2/2015,699,5152,3,3,2,35,182,Belo Horizonte Brazil,1594,"New York City, New York United States",Rafael Natal,84,DEC,red
2,1,37,182,"Lincolnville, Maine United States",435,"Sunbury, Pennsylvania United States",Tim Boetsch,84,2/2/2015,699,5153,2,3,2,37,185,Rio de Janeiro Brazil,449,Rio de Janeiro Brazil,Thales Leites,84,SUB,red
4,2,31,175,"Wantagh, New York United States",1983,"Wantagh, New York United States",Al Iaquinta,70,2/2/2015,699,5160,2,3,1,34,177,"Brockton, Massachusetts United States",524,"Bridgewater, Massachusetts United States",Joe Lauzon,70,KO/TKO,blue
2,1,28,160,"Paranagua, Parana Brazil",1966,"Paranagua, Parana Brazil",John Lineker,61,2/2/2015,699,5174,3,3,1,34,165,"Newport Beach, California United States",1091,"Irvine, California United States",Ian McCall,56,DEC,blue
2,1,34,185,"Wilmington, North Carolina United States",1806,"Wilmington, North Carolina United States",Derek Brunson,84,2/2/2015,699,5197,1,3,1,38,185,"Vancouver, Washington United States",419,"Portland, Oregon United States ",Ed Herman,93,KO/TKO,blue
1,1,,,,2017,,Cat Zingano,,3/4/2015,700,5103,1,5,2,31,170,"Riverside, California USA",1828,"Venice, California USA",Ronda Rousey,61,SUB,red
0,0,40,177,"Waynesburg, Pennsylvania USA",330,"Fresno, California USA",Josh Koscheck,77,3/4/2015,700,5177,2,3,2,33,175,"Omaha, Nebraska United States",965,"Lake Forest, California United States",Jake Ellenberger,77,SUB,red
2,0,29,182,"North Shore, Sydney  Australia",2228,"North Shore , Sydney Australia",Richard Walsh,77,3/4/2015,700,5185,1,3,2,36,182,"Lafayette, Louisiana United States",2291,"Los Angeles, California United States",Alan Jouban,77,KO/TKO,red
0,0,36,172,"Albuquerque, New Mexico United States",2317,"Albuquerque, New Mexico United States",Holly Holm,65,3/4/2015,700,5188,3,3,2,30,170,"Colorado Springs, Colorado United States",2150,"Colorado Spring, Colorado United States",Raquel Pennington,61,DEC,blue
0,0,40,180,Rio De Janeiro Brazil,347,"Atlanta, Georgia United States",Roan Carneiro,77,3/4/2015,700,5189,1,3,1,40,182,"Vallejo, California USA",653,"Lake Forest, California USA",Mark Munoz,84,SUB,blue
2,0,40,187,Cape Town South Africa,2197,Boksburg South Africa,Ruan Potts,112,3/4/2015,700,5190,2,3,3,33,190,"New Orleans, Louisiana United States",2082,"Houston, Texas United States",Derrick Lewis,118,KO/TKO,red
3,3,35,177,Rio Grande Norte Brazil,514,"Coconut Creek, Florida United States",Gleison Tibau,70,3/4/2015,700,5242,1,3,3,34,180,"Oxnard, California United States",1815,"Orange County, California United States",Tony Ferguson,70,SUB,red
1,0,33,182,"Salvador, Bahia Brazil",2261,Rio de Janeiro Brazil,Valmir Lazaro,70,3/4/2015,700,5243,3,3,2,32,187,"Newport News, Virginia USA",1096,"Lee's Summit, Missouri USA",James Krause,70,DEC,blue
0,0,30,177,Bogotá Colombia,2423,Bogotá Colombia,Alex Torres,65,3/4/2015,700,5244,3,3,0,31,177,"Guadalajara, Jalisco Mexico",2422,"San Diego, California USA",Masio Fullen,65,DEC,red
3,2,34,187,"Wilburton, Oklahoma United States",1952,"Albuquerque, New Mexico United States",Tim Means,77,3/4/2015,700,5252,1,3,2,29,187,"Goiania, Goias Brazil",2282,"Atlanta, Georgia USA",Dhiego Lima,77,KO/TKO,blue
1,1,34,185,"Augusta, Georgia USA",522,"Coconut Creek, Florida USA",Cole Miller,65,2/16/2015,701,5126,3,3,4,26,180,"Oahu, Hawaii United States",1936,"Waianae, Hawaii United States",Max Holloway,65,DEC,red
1,0,31,170,"Wichita, Kansas United States",1970,"Lee's Summit, Missouri United States",Tim Elliott,56,12/1/2016,701,5127,3,3,2,35,162,"Bethlehem, Pennsylvania USA",2152,"Philadelphia, Pennsylvania USA",Zach Makovsky,56,DEC,red
1,1,37,170,"Dallas, TX USA",2332,"Cole Harbour, Nova Scotia Canada",Chris Kelades,56,2/16/2015,701,5128,3,3,2,25,162,"Tucson, Arizona United States",2217,"Albuquerque, New Mexico United States",Ray Borg,56,SUB,red
0,0,33,187,"Denver, Colorado USA",1331,"Denver, Colorado USA",Brandon Thatch,77,2/16/2015,701,5191,4,5,4,34,175,"Colorado Springs, Colorado USA",1066,"Glendale, Arizona USA",Benson Henderson,77,SUB,red
3,3,37,177,Osaka Japan,2131,Osaka Japan,Kiichi Kunimoto,77,2/16/2015,701,5192,3,3,5,31,190,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77,SUB,red
1,1,29,180,"Boston, Massachusetts USA",2283,"Stoughton, Massachusetts USA",Patrick Walsh,84,3/9/2016,701,5193,3,3,1,40,182,"Melbourne, Victoria Australia",2324,"Melbourne, Victoria Australia",Daniel Kelly,84,DEC,red
3,2,26,175,"Detroit, Michigan United States",2157,"Las Vegas, Nevada United States",Kevin Lee,70,2/16/2015,701,5194,3,3,1,37,167,"Belem, Para Brazil",2074,"Belem, Para Brazil",Michel Prazeres,77,DEC,blue
1,0,27,170,"Macapa, Amapa Brazil",2257,"Macapa, Amapa Brazil",Rodrigo de Lima,70,2/16/2015,701,5195,3,3,1,32,175,"San Luis Rio Colorado, Sonora Mexico",542,"Tempe, Arizona USA",Efrain Escudero,70,DEC,red
1,1,31,175,"New York, New York USA",2202,"Fort Lauderdale, Florida USA",Jim Alers,65,2/16/2015,701,5270,2,3,3,33,180,"Azle, Texas Untied States",2214,"Arlington, Texas United States",Chas Skelly,65,KO/TKO,red
2,2,34,187,"Dublin, Georgia United States",516,"Boca Raton, Florida United States",Anthony Johnson,93,1/27/2015,702,5131,1,5,1,31,195,Arboga Sweden,1139,Stockholm Sweden,Alexander Gustafsson,93,KO/TKO,blue
3,0,33,187,Tehran Iran,786,"Leiden, Holland The Netherlands",Gegard Mousasi,84,1/27/2015,702,5132,1,3,2,48,180,"Downey, California USA",129,"Temecula, California USA",Dan Henderson,84,KO/TKO,blue
3,2,26,180,Nalchik Russia,2172,"Fairfield, New Jersey USA",Albert Tumenov,77,1/26/2015,702,5143,3,3,3,32,182,"Botkyrka, Stockholm Sweden",2124,Stockholm Sweden,Nico Musoke,77,DEC,blue
0,0,34,182,Dagestan Russia,2365,"Coconut Creek, Florida USA",Sultan Aliev,77,1/26/2015,702,5144,1,3,2,34,177,"Spring Bay, Illinois USA",1655,"Washington, Illinois USA",Kenny Robertson,77,KO/TKO,red
0,0,35,180,Magadan Russia,2366,Moscow Russia,Konstantin Erokhin,104,1/26/2015,702,5145,3,3,1,28,190,Pribram Czech Republic,2233,Prague Czech Republic,Viktor Pesta,109,DEC,red
0,0,31,175,"Seattle, Washington USA",2378,Athens Greece,Anthony Christodoulou,70,4/5/2016,702,5146,2,3,3,30,175,"Grozny, Chechen Republic Russia",2144,Vienna Austria,Mairbek Taisumov,70,KO/TKO,red
0,0,36,180,Veliko Turnovo Bulgaria,1538,Veliko Turnovo Bulgaria,Stanislav Nedkov,93,12/5/2016,702,5147,1,3,3,26,190,Donetsk Ukraine,2076,Donetsk Ukraine,Nikita Krylov,93,SUB,red
2,2,35,187,"Reno, Nevada USA",503,"Tempe, Arizona USA",Ryan Bader,93,1/26/2015,702,5159,3,3,2,34,187,"Harrisburg, Pennsylvania USA",1189,"San Diego, California USA",Phil Davis,93,DEC,blue
0,0,31,175,Dublin Ireland,2421,Dublin Ireland,Paul Redmond,65,1/26/2015,702,5168,3,3,1,27,172,Srebrenica Bosnia,2213,"Montreal, Quebec Canada",Mirsad Bektic,65,DEC,red
0,0,29,177,Kurdistan,2373,Turku Finland,Makwan Amirkhani,65,1/26/2015,702,5169,1,3,2,29,172,Newcastle England,1990,Newcastle England,Andy Ogle,65,KO/TKO,blue
3,0,32,172,"Spokane, Washington United States",1978,"Spokane, Washington United States",Sam Sicilia,65,1/26/2015,702,5170,1,3,2,36,172,Lund Sweden,1954,"Brooklyn, New York USA",Akira Corassani,65,KO/TKO,blue
2,2,33,170,"Ventura, California USA",2220,"Ventura, California USA",Chris Beal,61,7/8/2017,702,5171,3,3,2,39,162,Dublin Ireland,2196,Dublin Ireland,Neil Seery,56,DEC,red
1,0,39,190,"Las Vegas, Nevada USA",377,"Las Vegas, Nevada USA",Frank Mir,119,2/23/2015,703,5142,1,5,1,28,187,"João Pessoa, Paraíba Brazil",1431,"Coconut Creek, Florida United States",Antonio Silva,84,KO/TKO,blue
1,0,28,185,"Valparaiso, Indiana USA",2244,"Lake Station, Indiana USA",Josh Shockley,70,2/23/2015,703,5180,3,3,1,37,175,Rio de Janeiro Brazil,2096,"Florianopolis, Santa Catarina Brazil",Ivan Jorge,70,DEC,red
2,2,27,185,"Anaheim, California United States",2204,"Corona, California United States",Sean Strickland,77,11/30/2015,703,5181,3,3,1,32,182,La Plata Argentina,2107,"Coconut Creek, Florida United States",Santiago Ponzinibbio,77,DEC,red
2,1,35,177,"Manaus, Amazonas Brazil",915,"Manaus, Amazonas Brazil",Adriano Martins,70,2/23/2015,703,5183,3,3,1,31,172,Dagestan Russia,2023,Derbent Dagestan,Rustam Khabilov,70,DEC,blue
1,1,32,177,"St. Louis, Missouri United States",1711,"Boca Raton, Florida United States",Michael Johnson,65,2/23/2015,703,5187,3,3,3,32,180,Rio de Janeiro Brazil,1657,"Nova Friburgo, Rio de Janeiro Brazil",Edson Barboza,70,DEC,blue
1,1,38,167,"Phoenix, Arizona United States",2304,"Scottsdale, Arizona United States",Frankie Saenz,61,2/23/2015,703,5200,3,3,3,38,175,Marajo Brazil,1706,"Soure, Para Brazil",Iuri Alcantara,61,DEC,blue
3,0,31,177,"Blackwell, Oklahoma USA",2192,"Visalia, California USA",Cody Gibson,61,2/23/2015,703,5201,3,3,1,33,170,"Castanhal, Para Brazil",2183,"Castanhal, Para Brazil",Douglas Silva de Andrade,61,DEC,red
1,1,41,167,"Tulare, California United States",2376,"Visalia, California United States",Marion Reneau,61,11/17/2016,703,5202,1,3,2,27,157,"Umuarama, Parana Brazil",2079,"Niteroi, Rio de Janeiro Brazil",Jessica Andrade,52,SUB,blue
1,0,28,193,"New Westminster, BC Canada",2323,"Kelowna, BC Canada",Matt Dwyer,77,2/23/2015,703,5203,1,3,1,27,180,Rio de Janeiro Brazil,2077,Rio de Janeiro Brazil,William Patolino,77,KO/TKO,blue
2,0,32,180,"San Diego, California United States",2230,"Glendale, Arizona United States",Mike de la Torre,65,2/23/2015,703,5204,1,3,1,31,175,"Laranjal do Jari, Amapa Brazil",2289,Rio de Janeiro Brazil,Tiago Trator,65,KO/TKO,blue
4,3,33,172,Rio de Janeiro Brazil,532,Rio de Janeiro Brazil,Rafael dos Anjos,77,3/16/2015,704,5198,5,5,1,31,177,"Milwaukee, Wisconsin United States",1069,"Milwaukee, Wisconsin United States",Anthony Pettis,70,DEC,blue
3,1,38,193,Hounslow England,808,Amsterdam The Netherlands,Alistair Overeem,120,3/16/2015,704,5199,3,3,2,42,182,"Las Vegas, Nevada United States",1015,"Las Vegas, Nevada United States",Roy Nelson,119,DEC,blue
1,1,31,162,"Los Angeles, California United States",2299,"Phoenix, Arizona United States",Henry Cejudo,56,3/16/2015,704,5240,3,3,3,37,160,"San Jose, California USA",1253,"Tucson, Arizona USA",Chris Cariaso,56,DEC,blue
0,0,29,165,"San Diego, California USA",2134,"Dallas, Texas USA",Ryan Benoit,56,3/16/2015,704,5241,2,3,3,25,167,"Milwaukee, Wisconsin United States",2118,"Milwaukee, Wisconsin United States",Sergio Pettis,56,KO/TKO,blue
2,0,37,182,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77,3/16/2015,704,5245,3,3,2,35,175,"Ada, Oklahoma United States",947,"Fort Worth, Texas United States",Johny Hendricks,84,DEC,red
2,2,31,167,Olsztyn Poland,2280,Olsztyn Poland,Joanna Jedrzejczyk,52,3/16/2015,704,5246,2,5,1,30,154,"Los Angeles, California United States",2338,"Irvine, California United States",Carla Esparza,52,KO/TKO,blue
1,0,34,175,"London, Ontario Canada",520,"London, Ontario Canada",Sam Stout,70,3/16/2015,704,5249,2,3,3,34,172,Sunderland England,875,Sunderland England,Ross Pearson,70,KO/TKO,red
4,2,29,177,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70,3/18/2015,704,5250,2,3,5,33,172,"Wayne, Michigan USA",1976,"Detroit, Michigan USA",Daron Cruickshank,70,SUB,blue
2,1,35,190,"Corpus Christi, Texas USA",2252,"Corpus Christi, Texas USA",Roger Narvaez,84,3/16/2015,704,5254,2,3,2,30,185,"Toronto, Ontario Canada",2224,"Toronto, Ontario Canada",Elias Theodorou,84,KO/TKO,red
0,0,30,177,Donegal Ireland,2426,Donegal Ireland,Joe Duffy,70,6/28/2016,704,5268,1,3,2,32,180,"Manhattan, Kansas USA",2239,"Manhattan, Kansas USA",Jake Lindsey,70,KO/TKO,blue
0,0,34,175,Utrecht The Netherlands,1744,Utrecht The Netherlands,Germaine de Randamie,61,3/16/2015,704,5284,2,3,1,24,170,"Belem, Para Brazil",2320,"Marituba, Para Brazil",Larissa Pacheco,61,KO/TKO,blue
3,3,33,190,"Santa Cruz, California United States",1294,"Santa Cruz, California United States",Luke Rockhold,84,4/20/2015,706,5217,2,5,3,40,185,Salvador Brazil,346,"Balem, Brazil USA",Lyoto Machida,84,SUB,blue
1,1,24,162,"Newberg, Oregon United States",2305,"Portland, Oregon United States",Paige VanZant,56,12/11/2016,706,5247,3,3,1,34,162,"Chicago, Illinois United States",2343,"Crystal Lake, Illinois United States",Felice Herrig,52,DEC,blue
5,3,29,177,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70,4/20/2015,706,5248,3,3,2,35,172,"Sparta, New Jersey United States",509,"Sparta, New Jersey United States",Jim Miller,70,DEC,blue
2,2,29,170,"Long Island, New York United States",2177,"Uniondale, New York United States",Aljamain Sterling,61,4/20/2015,706,5251,3,3,2,34,170,Ibaraki Japan,1051,Kanagawa Japan,Takeya Mizugaki,61,SUB,blue
1,0,31,177,"Ambridge, Pennsylvania USA",2290,"Lower Burrell, Pennsylvania USA",Chris Dempsey,84,4/19/2015,706,5253,3,3,2,35,182,"Montego Bay, Jamaica West Indies",2286,"Uniondale, New York USA",Eddie Gordon,84,DEC,blue
2,1,33,190,"Levittown, New York United States",1742,"Bellmore, New York United States",Gian Villante,93,12/10/2016,706,5285,3,3,2,29,190,"Rockton, Illinois United States",2281,"Robbinsville, New Jersey United States",Corey Anderson,93,KO/TKO,blue
4,3,34,187,"Wilburton, Oklahoma United States",1952,"Albuquerque, New Mexico United States",Tim Means,77,4/20/2015,706,5307,3,3,2,37,182,"Red Bank, New Jersey United States",2174,"Belmar, New Jersey United States",George Sullivan,77,SUB,blue
2,0,31,187,"Alameda, California United States",1550,"Lakewood, Colorado United States",Chris Camozzi,84,4/19/2015,706,5326,1,3,2,38,185,Espiritos Santos Brazil,896,Rio de Janeiro Brazil,Jacare Souza,84,SUB,red
4,3,37,187,"Doylestown, Pennsylvania United States",1694,"Boca Raton, Florida United States",Patrick Cummins,93,4/20/2015,706,5357,1,3,4,35,190,"Immokalee, Florida United States",1499,"Knoxville, Tennessee United States",Ovince Saint Preux,93,KO/TKO,red
1,0,31,175,"Kingston, Pennsylvania USA",1859,"Swoyersville, Pennsylvania USA",Jimy Hettes,65,4/19/2015,706,5358,1,3,1,31,170,"Fortaleza, Ceara Brazil",1906,Manaus Brazil,Diego Brandao,65,KO/TKO,red
5,5,26,180,"Oahu, Hawaii United States",1936,"Waianae, Hawaii United States",Max Holloway,65,4/19/2015,706,5371,3,3,2,34,172,"Palm Springs, California United States",1050,"Palm Springs, California United States",Cub Swanson,65,SUB,blue
3,3,27,165,Gunma Japan,2103,"Coconut Creek, Florida USA",Kyoji Horiguchi,56,4/27/2015,711,5256,5,5,2,32,160,"Madisonville, Kentucky United States",1495,"Parkland, Washington United States",Demetrious Johnson,56,SUB,red
3,0,35,187,"Mt. Gilead, Ohio United States",507,"Tempe, Arizona United States",CB Dollaway,84,4/27/2015,711,5258,3,3,3,39,185,Manchester England,368,Manchester England,Michael Bisping,84,DEC,red
1,0,36,182,"Phoenix, Arizona USA",485,"Glendale, Arizona USA",Joe Riggs,84,4/27/2015,711,5259,3,3,2,38,180,"Rimouski, Quebec Canada",405,"Montreal, Quebec Canada",Patrick Cote,77,DEC,red
2,1,29,175,"Pine Ridge, Sout Dakota USA",2236,"Glendale, Arizona USA",David Michaud,70,7/24/2018,711,5260,3,3,2,29,175,"Montreal, Quebec Canada",2223,"Montreal, Quebec Canada",Olivier Aubin-Mercier,70,SUB,red
1,1,35,170,"Montreal, Quebec Canada",2256,"Coconut Creek, FL USA",Valerie Letourneau,56,4/27/2015,711,5261,3,3,0,41,170,Hamilton Canada,2149,"Las Vegas, NV USA",Jessica Rakoczy,52,DEC,blue
1,1,42,177,"Chatham, Ontario Canada",1953,"London, Ontario Canada",Chris Clements,77,4/27/2015,711,5280,3,3,2,37,185,St. Tropez France,2227,"Montreal, Quebec Canada",Nordine Taleb,77,DEC,red
0,0,31,182,"St. Catharines, Ontario Canada",2507,"Kelowna, BC Canada",Shane Campbell,70,4/27/2015,711,5309,1,3,1,33,172,"Halifax, Nova Scotia Canada",1675,"Montreal, Quebec Canada",John Makdessi,70,KO/TKO,red
1,1,29,182,"Montclair, California Untied States",2263,"Glendale, Arizona United States",Bryan Barberena,77,4/27/2015,711,5323,3,3,2,32,177,"Chatham, Ontario Canada",2222,"Chatham, Ontario Canada",Chad Laprise,77,DEC,red
1,1,33,165,"Victoria, British Columbia Canada",1380,"Victoria, British Columbia Canada",Sarah Kaufman,61,5/22/2015,711,5325,2,3,2,34,167,"Niagara Falls, Ontario Canada",1839,"San Jose, California United States",Alexis Davis,56,SUB,red
1,1,30,157,Dublin Ireland,2342,Dublin Ireland,Aisling Daly,52,4/27/2015,711,5416,3,3,1,33,162,Baghdad Iraq,2350,"Windsor, Ontario Canada",Randa Markos,52,DEC,red
3,1,38,185,"Sorocaba, Sao Paolo Brazil",1663,"Florianopolis, Santa Catarina Brazil",Fabio Maldonado,93,4/27/2015,711,5439,3,3,0,40,185,"Memphis, TN USA",348,"Irvine, CA USA",Rampage Jackson,93,DEC,red
3,2,36,172,"Chicago, Illinois United States",1054,"Chicago, Illinois United States",Ricardo Lamas,65,4/6/2015,712,5262,1,5,1,33,167,"Hanford, California USA",1484,"Sacramento, California USA",Chad Mendes,65,KO/TKO,red
3,0,33,175,"Careiro da Várzea, Amazonas Brazil",2208,"Pharr, Texas USA",Diego Ferreira,70,4/30/2015,712,5263,1,3,2,29,175,"Lafayette, Louisiana United States",1595,"Coconut Creek, Florida United States",Dustin Poirier,70,KO/TKO,red
5,3,31,175,"Wantagh, New York United States",1983,"Wantagh, New York United States",Al Iaquinta,70,4/6/2015,712,5264,3,3,3,33,180,"Miami, Florida United States",1272,"Miami, Florida United States",Jorge Masvidal,77,DEC,blue
1,1,32,177,"Sakatoon, Saskatchewan Canada",1891,"Edmonton, Alberta Canada",Mitch Clarke,70,4/6/2015,712,5265,3,3,2,30,185,"Aurora, Colorado United States",1985,"Spokane Valley, Washington United States",Michael Chiesa,70,DEC,red
0,0,33,190,"Minneapolis  , Minnesota United States",2425,"Fargo, North Dakota United States",Tim Johnson,120,12/5/2016,712,5266,1,3,0,37,190,Dagestan Russia,2424,Dagestan Russia,Shamil Abdurakhimov,106,KO/TKO,blue
1,0,35,170,"Anchorage, Alaska United States",2293,"Glendale, Arizona United States",Lauren Murphy,56,4/6/2015,712,5269,3,3,1,34,167,"Lafayette, Louisiana United States",1618,"San Diego, California United States",Liz Carmouche,56,DEC,red
1,1,29,165,Alagir Russia,2235,Alagir Russia,Milana Dudieva,61,4/6/2015,712,5282,1,3,0,29,167,"Spokane, Washington USA",1511,"Spokane, Washington USA",Julianna Pena,61,KO/TKO,red
2,0,32,172,"San Diego, California USA",1791,"Escondido, California USA",Robert Peralta,65,4/6/2015,712,5289,3,3,2,36,170,"Round Lake, Illinois United States",459,"Johnsburg, Illinois United States",Clay Guida,65,DEC,red
1,0,38,180,,2370,"San Diego, California United States",Justin Jones,84,4/6/2015,712,5290,3,3,1,35,182,"Durham, North Carolina USA",1827,"Camp Springs, Maryland USA",Ron Stallings,84,DEC,red
2,0,34,190,Great Novgorod Russia,2200,"Fairfield, New Jersey USA",Alexander Yakovlev,77,4/6/2015,712,5294,3,3,1,39,172,"Phoenix, Arizona United States",374,"Las Vegas, Nevada United States",Gray Maynard,65,DEC,blue
1,1,35,185,"Lindenhurst, New York United States",2055,"Farmingdale, New York United States",Ryan LaFlare,77,3/23/2015,713,5272,5,5,2,40,185,Sao Paulo Brazil,326,Sao Paulo Brazil,Demian Maia,77,DEC,red
0,0,30,180,"Tres Rios, Rio de Janeiro Brazil",2469,"Tres Rios, Rio de Janeiro Brazil",Alex Oliveira,77,3/23/2015,713,5273,3,3,2,32,177,"Niteroi, Rio de Janeiro Brasil",2288,"Boca Raton, Florida USA",Gilbert Burns,70,SUB,red
2,1,32,172,"Spokane, Washington United States",1978,"Spokane, Washington United States",Sam Sicilia,65,9/22/2014,680,5001,2,3,2,36,172,Kagoshima Japan,941,Tokyo Japan,Katsunori Kikuno,65,SUB,red
1,0,28,182,"Palos Heights, Illinois United States",2159,"Boston, Massachusetts United States",Tony Martin,70,8/25/2014,682,4901,2,3,2,29,177,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70,SUB,red
2,2,41,182,Pinar del Rio Cuba,1866,"Coconut Creek, Florida United States",Yoel Romero,84,9/29/2014,684,4892,3,3,1,39,180,"San Luis Obispo, CA United States",1403,"Austin, TX United States",Tim Kennedy,84,KO/TKO,blue
0,0,32,175,Sao Paulo Brazil,2073,Sao Paulo Brazil,Leandro Silva,70,9/15/2014,685,4972,3,3,2,40,175,"Amarante, Piaui Brazil",1997,"Brasilia, Distrito Federal Brazil",Francisco Trinaldo,70,DEC,red
1,0,28,180,"Federal Way, Washington United States ",2119,"Sacramento, California United States ",Andre Fili,65,10/27/2014,687,5025,3,3,1,30,172,Sao Paulo Brazil,1858,Sao Paulo Brazil,Felipe Arantes,61,DEC,blue
0,0,28,193,"New Westminster, BC Canada",2323,"Kelowna, BC Canada",Matt Dwyer,77,10/6/2014,688,5048,1,3,2,26,180,Nalchik Russia,2172,"Fairfield, New Jersey USA",Albert Tumenov,77,KO/TKO,red
1,1,35,172,"Greensboro, North Carolina United States",2013,"Boca Raton, Florida United States",Abel Trujillo,70,12/8/2014,690,5074,2,3,2,34,180,"Oxnard, California United States",1815,"Orange County, California United States",Tony Ferguson,70,SUB,red
2,0,40,172,"Ann Arbor, Michigan USA",1824,"Albuquerque, New Mexico USA",Isaac Vallie-Flagg,70,11/24/2014,692,5022,3,3,0,35,177,"Denver, Colorado USA",510,"Arvada, Colorado USA",Matt Wiman,70,DEC,red
2,0,37,177,"Hollidaysburg, PA USA",1478,"Whippany, NJ USA",Charlie Brenneman,70,11/10/2014,693,5091,1,3,1,32,175,Sao Paulo Brazil,2073,Sao Paulo Brazil,Leandro Silva,70,SUB,red
